Property Address,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Submarket Cluster,City,State,Zip,County Name,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,Floodplain Area,Number Of Stories,Latitude,Longitude
245-249 W 55th St,69168,63985,$44.45 - 54.32 (Est.),Loft/Creative Space,New York,Columbus Circle,Midtown,New York,NY,10019,Manhattan,N,6/6/2023,"28,500,000",7.49,1914,1989,6025,0.00,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,12,40.7652902,-73.9830053
614 W 56th St,38500,38600,$37.35 - 45.65 (Est.),,New York,Columbus Circle,Midtown,New York,NY,10019,Manhattan,N,,,0.00,1927,,6635,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.7698397,-73.9929901
22 E 66th St,6060,2900,$34.13 - 41.72 (Est.),Office Building,New York,Upper East Side,Uptown,New York,NY,10065-6533,Manhattan,N,,,52.15,1939,,1212,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.7679735,-73.9687623
520 W 135th St,57884,16000,$35.41 - 43.28 (Est.),,New York,Harlem/North Manhattan,Uptown,New York,NY,10031,Manhattan,N,,,72.36,1915,,19295,0.00,,08/28/2019,34003C0279H,360497,0279H,100-year and 500-year Floodplain,3,40.8195,-73.9543889
1361 Amsterdam Ave,217200,31322,$35.40 - 43.26 (Est.),Loft/Creative Space,New York,Harlem/North Manhattan,Uptown,New York,NY,10027-2510,Manhattan,N,10/27/1998,"1,425,000",83.78,1911,2008,14984,,Multi,08/28/2019,34003C0279H,360497,0279H,100-year and 500-year Floodplain,6,40.8142068,-73.9552405
133 Beekman St,8580,6428,$41.28 - 50.46 (Est.),,New York,Insurance District,Downtown,New York,NY,10038-2022,Manhattan,N,,,25.08,1980,,2860,0.00,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,3,40.707408,-74.002865
190 Bowery,40326,33231,$45.38 - 55.47 (Est.),Office Live/Work Unit,New York,Soho,Midtown South,New York,NY,10012,Manhattan,N,1/21/2015,"55,000,000",17.59,1898,,3936,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7211967,-73.9940879
181 Broadway,15000,4400,$34.21 - 41.81 (Est.),,New York,World Trade Center,Downtown,New York,NY,10007-3114,Manhattan,N,,,70.67,1920,,2500,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,6,40.7102513,-74.0099991
428 Broadway,58500,56465,$51.22 - 62.60 (Est.),Office Building,New York,Soho,Midtown South,New York,NY,10013-2593,Manhattan,N,2/24/2005,"22,500,000",3.48,1915,1988,9000,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,6,40.7197379,-74.0013305
450 Broadway,16440,3368,$50.10 - 61.23 (Est.),Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10013-5822,Manhattan,N,4/20/2012,"11,000,000",79.51,1910,2014,2600,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,5,40.720334,-74.000677
831 Broadway,20000,18511,$56.86 - 69.50 (Est.),Loft/Creative Space,New York,Gramercy Park,Midtown South,New York,NY,10003-4729,Manhattan,N,8/14/2015,"23,427,132",7.45,1910,1988,3556,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7337875,-73.9912588
1204 Broadway,23406,6600,$54.55 - 66.67 (Est.),Office Building,New York,Chelsea,Midtown South,New York,NY,10001-4308,Manhattan,N,12/22/2006,"14,000,000",80.77,1930,2007,5852,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.746335,-73.98833
1271-1273 Broadway,23784,4100,$48.10 - 58.79 (Est.),Loft/Creative Space,New York,Penn Plaza/Garment,Midtown,New York,NY,10001-3508,Manhattan,N,,,82.76,1929,,3398,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,7,40.7482605,-73.9884838
1435 Broadway,22855,18900,$30.30 - 37.03 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-1909,Manhattan,N,,,17.30,1922,,3485,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.754724,-73.987236
91 Canal St,6250,,$40.76 - 49.82 (Est.),Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10002,Manhattan,Y,12/29/2010,"1,604,701",36.00,1900,,1250,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,5,40.715587,-73.9935271
167-169 Canal St,14150,3000,$46.21 - 56.48 (Est.),,New York,Soho,Midtown South,New York,NY,10013-4536,Manhattan,N,,,78.80,1900,,2830,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,5,40.716818,-73.997018
77 Chambers St,9375,1500,$29.92 - 36.56 (Est.),,New York,City Hall,Downtown,New York,NY,10007-0006,Manhattan,N,,,84.00,1915,,1873,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.714604,-74.006746
32 Cliff St,8700,2200,$41.88 - 51.19 (Est.),,New York,Insurance District,Downtown,New York,NY,10038,Manhattan,N,,,74.71,1950,,2175,0.00,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,4,40.708111,-74.004934
10 Crosby St,41000,8425,$51.26 - 62.65 (Est.),,New York,Soho,Midtown South,New York,NY,10013-3103,Manhattan,N,,,79.45,1910,2000,4791,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,5,40.720091,-74.000652
136 Crosby St,71206,24400,$43.18 - 52.77 (Est.),Office Building,New York,Soho,Midtown South,New York,NY,10012-3356,Manhattan,N,1/17/2008,"71,000,000",82.87,1900,,9583,,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,6,40.7249554,-73.9963696
537 Eighth Ave,16000,5700,$33.64 - 41.12 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-4310,Manhattan,N,,,64.38,1928,,2700,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.7541118,-73.9924428
226 Fifth Ave,15800,5800,$42.85 - 52.37 (Est.),,New York,Chelsea,Midtown South,New York,NY,10001-7706,Manhattan,N,,,63.29,1930,,1451,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7439419,-73.9881844
384 Fifth Ave,28000,3500,$31.56 - 38.58 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-8103,Manhattan,Y,2/8/2019,"23,500,000",0.00,1905,,3500,0.00,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,8,40.7495421,-73.9840224
597 Fifth Ave,52727,34129,$46.09 - 56.34 (Est.),Office Building,New York,Plaza District,Midtown,New York,NY,10017-1020,Manhattan,N,7/8/2011,"99,000,000",59.67,1913,1989,4056,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,13,40.7573876,-73.9777931
237 First Ave,16360,8700,$41.42 - 50.62 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10003-2919,Manhattan,N,7/29/1997,"1,075,000",46.82,1951,,2580,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,6,40.7312655,-73.9829507
102 Franklin St,14250,4800,$37.16 - 45.42 (Est.),Loft/Creative Space,New York,Tribeca,Downtown,New York,NY,10013,Manhattan,N,,,66.32,1915,,2500,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.71856,-74.005471
238-240 Grand St,11410,2125,$59.73 - 73.01 (Est.),Office Building,New York,Soho,Midtown South,New York,NY,10002,Manhattan,N,,,81.38,1900,,1873,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,5,40.7184948,-73.9944948
314-320 Grand St,30000,7000,$41.01 - 50.13 (Est.),Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10002,Manhattan,N,1/26/2015,"25,626,000",76.67,1920,,6000,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,4,40.7175,-73.990892
102 Madison Ave,108290,22024,$44.16 - 53.97 (Est.),Office Building,New York,Gramercy Park,Midtown South,New York,NY,10016-7417,Manhattan,N,,,79.66,1917,,9024,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,12,40.7449059,-73.9853934
265 Madison Ave,20000,4675,$36.80 - 44.97 (Est.),,New York,Grand Central,Midtown,New York,NY,10016-0971,Manhattan,N,,,76.63,1949,2012,4000,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,5,40.75091,-73.98027
14 Murray St,19400,4350,$41.30 - 50.48 (Est.),,New York,City Hall,Downtown,New York,NY,10007-2232,Manhattan,N,10/21/1997,"1,600,000",77.58,1920,,3750,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.713238,-74.008354
63 Nassau St,5970,,$39.97 - 48.85 (Est.),Office/Residential,New York,Insurance District,Downtown,New York,NY,10038-4507,Manhattan,Y,12/13/2017,,0.00,1844,,1065,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.709423,-74.0087494
93 Pearl St,15500,12500,$43.29 - 52.90 (Est.),,New York,Financial District,Downtown,New York,NY,10004,Manhattan,N,,,19.35,1920,,3000,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,5,40.704415,-74.010014
552 Seventh Ave,32500,5700,$34.76 - 42.48 (Est.),,New York,Penn Plaza/Garment,Midtown,New York,NY,10018-3202,Manhattan,N,6/13/2001,"4,776,000",82.46,1920,,4500,,Multi,09/05/2007,3604970088F,360497,0088F,100-year and 500-year Floodplain,6,40.754612,-73.988411
131-133 Spring St,35000,35364,$47.66 - 58.25 (Est.),,New York,Soho,Midtown South,New York,NY,10012-5227,Manhattan,N,1/15/2019,"25,104,636",83.50,1915,2005,3848,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,6,40.724084,-74.000509
190 Third Ave,6670,,$46.20 - 56.47 (Est.),,New York,Gramercy Park,Midtown South,New York,NY,10003-2503,Manhattan,Y,,,0.00,1900,,1668,,Single,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,4,40.7327216,-73.9845756
80 University Pl,12500,2400,$53.36 - 65.22 (Est.),,New York,Greenwich Village,Midtown South,New York,NY,10003-4564,Manhattan,N,,,80.80,1930,1964,2500,,Multi,09/05/2007,3604970201F,360497,0201F,100-year and 500-year Floodplain,5,40.7334974,-73.9934991
225 Varick St,376089,144614,$50.83 - 62.13 (Est.),Office Building,New York,Hudson Square,Midtown South,New York,NY,10014-4304,Manhattan,N,4/29/2016,"2,268,762",71.08,1926,,24829,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,12,40.7290046,-74.0056765
36 Walker St,12560,12560,$42.37 - 51.78 (Est.),Office/Residential,New York,City Hall,Downtown,New York,NY,10013,Manhattan,N,3/16/2020,"8,575,000",0.00,1915,,1687,,Single,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,5,40.7194501,-74.0039449
79 Walker St,29940,9980,$48.89 - 59.76 (Est.),Loft/Creative Space,New York,City Hall,Downtown,New York,NY,10013,Manhattan,N,9/29/2016,"19,000,000",83.33,1920,2017,3597,,Multi,09/05/2007,3604970184F,360497,0184F,100-year and 500-year Floodplain,6,40.7181758,-74.001835
46-48 Water St,93600,,$22.81 - 27.88 (Est.),,New York,Financial District,Downtown,New York,NY,10004-2605,Manhattan,Y,,,49.99,1929,,7800,,Multi,09/05/2007,3604970184F,360497,0184F,100-year Floodplain,11,40.70374,-74.010057
415 West Broadway,38885,13440,$54.48 - 66.59 (Est.),Loft/Creative Space,New York,Soho,Midtown South,New York,NY,10012-3737,Manhattan,N,7/18/2013,"41,000,000",65.44,1900,1999,6481,,Multi,09/05/2007,3604970182F,360497,0182F,100-year and 500-year Floodplain,6,40.7247859,-74.001376
220 36th St,623117,133516,$37.00 - 38.00,Loft/Creative Space,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11232-2545,Kings,N,2/19/2020,,84.22,1906,2016,41754,,Multi,09/05/2007,3604970192F,360497,0192F,100-year Floodplain,12,40.6564752,-74.0075428
6323 7th Ave,114000,76000,$28.96 - 35.39 (Est.),,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11220-4743,Kings,N,,,33.33,1991,2014,38000,1.21,Multi,09/05/2007,3604970194F,360497,0194F,100-year and 500-year Floodplain,3,40.6346455,-74.013558
14 53rd St,510000,528008,$26.24 - 32.08 (Est.),Loft/Creative Space,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11232,Kings,N,9/25/2020,"84,089,051",0.00,1918,2016,70028,0.19,Multi,09/05/2007,3604970194F,360497,0194F,100-year Floodplain,7,40.6498354,-74.0236188
26 Court St,298000,45025,$55.00,Office Live/Work Unit,New York,Downtown Brooklyn,Brooklyn,Brooklyn,NY,11242-0103,Kings,N,,,84.89,1927,2015,10000,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,29,40.6933593,-73.9909337
8301 4th Ave,4576,1264,$33.36,Office/Residential,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11209,Kings,N,10/14/2020,,72.38,1978,,2288,,Multi,09/05/2007,3604970332F,360497,0332F,100-year and 500-year Floodplain,2,40.6247376,-74.0271938
227 5th Ave,4536,1150,$65.74,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11215,Kings,N,,,74.65,1987,,1512,0.00,Multi,09/05/2007,3604970211F,360497,0211F,100-year and 500-year Floodplain,3,40.6755561,-73.9807955
476 7th St,4500,1400,$22.00,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11215,Kings,N,,,68.89,1940,,1400,,,09/05/2007,3604970211F,360497,0211F,100-year and 500-year Floodplain,3,40.66773,-73.98033
61 N 11th St,53558,23000,$75.00 - 90.00,Loft/Creative Space,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11249,Kings,N,,,57.06,1969,2018,15497,,Multi,09/05/2007,3604970202F,360497,0202F,100-year and 500-year Floodplain,3,40.7222048,-73.9583231
348 13th St,10000,1800,$47.00,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11215-6177,Kings,N,9/20/2004,"2,000,000",82.00,1929,1997,5000,,Multi,09/05/2007,3604970211F,360497,0211F,100-year and 500-year Floodplain,2,40.6650376,-73.9852363
6201 15th Ave,187356,130500,$40.00,,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11219-5411,Kings,N,8/7/2020,"27,772,726",51.96,1931,2004,22500,,Multi,09/05/2007,3604970351F,360497,0351F,100-year and 500-year Floodplain,4,40.6245407,-73.9952559
6906 18th Ave,4000,4000,$50.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11204-5048,Kings,N,1/24/2014,,0.00,1940,,4000,,Single,09/05/2007,3604970351F,360497,0351F,100-year and 500-year Floodplain,1,40.6167861,-73.9929464
1575 E 19th St,18000,15000,$40.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11230,Kings,Y,2/14/2022,"4,000,000",0.00,2004,,3600,0.11,Multi,09/05/2007,3604970352F,360497,0352F,100-year and 500-year Floodplain,5,40.6117606,-73.9546716
858 E 29th St,35918,35918,$39.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11210-2927,Kings,Y,,,0.00,2010,,7184,,Single,09/05/2007,3604970214F,360497,0214F,100-year and 500-year Floodplain,5,40.6299911,-73.9487923
867 53rd St,15965,6662,$45.86 - 50.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11220,Kings,Y,,,58.27,2014,,2281,,Multi,09/05/2007,3604970194F,360497,0194F,100-year and 500-year Floodplain,7,40.638548,-74.0036509
1435 86th St,21500,6500,$45.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11228-3435,Kings,Y,12/13/2017,"8,150,000",69.77,2007,,6500,0.14,Multi,09/05/2007,3604970332F,360497,0332F,100-year and 500-year Floodplain,2,40.6123743,-74.0105457
405 91st St,10000,3000,$60.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11209-5913,Kings,N,,,70.00,2021,,5000,0.80,Multi,09/05/2007,3604970332F,360497,0332F,100-year and 500-year Floodplain,2,40.6191673,-74.0293525
1911 Avenue L,4238,2500,$40.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11230-5002,Kings,N,,,41.01,1905,,1413,,,,,,,,3,40.6210884,-73.9562499
149-155 Bay Ridge Ave,9622,9622,$42.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11220-5108,Kings,Y,,,0.00,1931,,6330,1.66,Single,09/05/2007,3604970194F,360497,0194F,100-year and 500-year Floodplain,1,40.6372092,-74.0301654
390 Berry St,37500,15340,$30.00,Loft/Creative Space,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11249-6033,Kings,N,,,59.09,1920,2004,6812,,Multi,09/05/2007,3604970204F,360497,0204F,100-year and 500-year Floodplain,4,40.7099262,-73.9658215
100 Bogart St,47981,22839,$36.00 - 60.00,Loft/Creative Space,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11206-3510,Kings,Y,,,0.00,2017,,7997,0.48,Multi,09/05/2007,3604970208F,360497,0208F,100-year and 500-year Floodplain,6,40.7073328,-73.9336525
206 Broadway,3085,952,$75.00,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11211-6130,Kings,N,1/12/2006,"500,000",69.14,1910,,1028,,Multi,09/05/2007,3604970204F,360497,0204F,100-year and 500-year Floodplain,3,40.7094438,-73.9614363
497 Carroll St,40000,7950,$37.00 - 48.00,,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11215,Kings,N,,,80.13,2022,,4000,0.25,Multi,09/05/2007,3604970211F,360497,0211F,100-year and 500-year Floodplain,8,40.6770832,-73.9855692
2275 Coleman St,47000,8615,$39.00,,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11234-5126,Kings,N,7/31/2018,"12,500,000",81.67,1984,,23500,3.00,Multi,09/05/2007,3604970356F,360497,0356F,100-year and 500-year Floodplain,2,40.6080434,-73.9228565
2709-2711 Coney Island Ave,17000,4000,$28.50,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11235,Kings,N,,,76.47,2004,,5533,,Multi,09/05/2007,3604970354F,360497,0354F,100-year and 500-year Floodplain,3,40.5905577,-73.9602242
2727 Coney Island Ave,22950,17682,$45.00,Office Live/Work Unit,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11235-5004,Kings,N,3/11/2020,"3,200,000",22.95,1927,2023,5738,,Multi,09/05/2007,3604970354F,360497,0354F,100-year and 500-year Floodplain,4,40.59019,-73.9601999
2971 Coney Island Ave,10356,7628,$35.00 - 38.00,,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11235,Kings,N,,,26.34,2023,,2589,,Multi,09/05/2007,3604970354F,360497,0354F,500-year Floodplain,4,40.5839496,-73.9597977
347 Flushing Ave,115415,56000,$45.00,Industrial Live/Work Unit,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11205-1497,Kings,N,,,51.48,2023,,14427,,Multi,09/05/2007,3604970204F,360497,0204F,100-year and 500-year Floodplain,8,40.6984904,-73.9614513
785 Flushing Ave,140000,58698,$25.00,Office Building,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11206,Kings,N,,,58.07,1900,,20000,0.00,Multi,09/05/2007,3604970204F,360497,0204F,100-year and 500-year Floodplain,5,40.701037,-73.941234
231 Front St,60000,12130,$41.00 - 48.00,Loft/Creative Space,New York,Downtown Brooklyn,Brooklyn,Brooklyn,NY,11201-1217,Kings,N,,,79.78,1908,2012,10000,,Multi,09/05/2007,3604970203F,360497,0203F,100-year and 500-year Floodplain,6,40.7027193,-73.9840846
1 Ingraham St,15000,25000,$25.00 - 45.00,Loft/Creative Space,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11206,Kings,N,,,0.00,1920,2015,7500,0.00,Multi,09/05/2007,3604970208F,360497,0208F,100-year and 500-year Floodplain,2,40.7069297,-73.9334562
2270 Kimball St,33750,10939,$40.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11234,Kings,Y,,,67.59,1979,,16875,,Multi,09/05/2007,3604970356F,360497,0356F,100-year and 500-year Floodplain,2,40.6069946,-73.9237162
331 Knickerbocker Ave,25000,5000,$33.00,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11237-3601,Kings,N,,,80.00,2009,,5000,,Multi,09/05/2007,3604970208F,360497,0208F,100-year and 500-year Floodplain,5,40.701322,-73.922402
222 Livingston St,6000,1550,$68.90,Office Live/Work Unit,New York,Downtown Brooklyn,Brooklyn,Brooklyn,NY,11201,Kings,N,5/5/2016,"4,665,000",74.17,1920,,1500,0.50,Multi,01/01/1900,,,,100-year and 500-year Floodplain,4,40.6892768,-73.985253
960 Manhattan Ave,19500,8000,$35.00,Medical,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11222,Kings,N,,,58.97,1931,,4875,0.00,Multi,09/05/2007,3604970202F,360497,0202F,100-year and 500-year Floodplain,4,40.73207,-73.954199
1465 Myrtle Ave,9220,2100,$35.00,,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11237-5101,Kings,Y,11/15/2018,"3,833,000",77.22,1931,,1997,,Multi,09/05/2007,3604970208F,360497,0208F,100-year and 500-year Floodplain,4,40.6990911,-73.9170743
51-55 Nassau Ave,21900,3505,$65.00,Loft/Creative Space,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11222,Kings,N,,,84.00,1931,,7300,,Multi,09/05/2007,3604970202F,360497,0202F,100-year Floodplain,3,40.7234743,-73.9523319
2516 Neptune Ave,4600,4600,$22.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11224,Kings,N,,,0.00,2018,,4600,,,09/05/2007,3604970204F,360497,0204F,100-year and 500-year Floodplain,1,40.577749,-73.993404
540 E New York Ave,5700,2000,$36.00,Office/Residential,New York,North Brooklyn,Brooklyn,Brooklyn,NY,11225,Kings,N,3/16/2017,"1,405,000",64.91,2007,,950,0.52,Multi,09/05/2007,3604970212F,360497,0212F,100-year and 500-year Floodplain,6,40.6617586,-73.9447128
3032-3040 Nostrand Ave,15000,15000,$40.00,Office Live/Work Unit,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11229,Kings,Y,8/15/2022,"6,350,000",0.00,1989,2006,7500,,Multi,09/05/2007,3604970352F,360497,0352F,100-year and 500-year Floodplain,2,40.610327,-73.944069
3632 Nostrand Ave,37000,6500,$40.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11229-5305,Kings,N,,,82.43,2000,,9250,2.08,Multi,09/05/2007,3604970352F,360497,0352F,100-year and 500-year Floodplain,4,40.595247,-73.941239
150 Ocean Pky,30944,5800,$25.00 - 30.00,Medical,New York,South Brooklyn,Brooklyn,Brooklyn,NY,11218-2481,Kings,Y,,,74.15,2002,,5860,0.17,,09/05/2007,3604970213F,360497,0213F,100-year and 500-year Floodplain,6,40.6465831,-73.9753397
